int seq_len = 8;
int embed_dim = 64;
int num_heads = 4;
int ff_hidden_dim = 128;

---------- Begin Simulation Statistics ----------
simSeconds                                   0.002256                       # Number of seconds simulated (Second)
simTicks                                   2255523500                       # Number of ticks simulated (Tick)
finalTick                                  2255523500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    165.75                       # Real time elapsed on the host (Second)
hostTickRate                                 13608280                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     768260                       # Number of bytes of host memory used (Byte)
simInsts                                      7187483                       # Number of instructions simulated (Count)
simOps                                        7222096                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    43364                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      43573                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         3949131                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.715210                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.398190                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        5758190                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  175610                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       5786627                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                  6628                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              377677                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           204995                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              35452                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            3775477                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.532688                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.902936                       # Number of insts issued each cycle (Count)
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.executeStats0.numInsts             844086                       # Number of executed instructions (Count)
system.cpu1.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu1.executeStats0.numBranches           96497                       # Number of branches executed (Count)
system.cpu1.executeStats0.numLoadInsts         284451                       # Number of load instructions executed (Count)
system.cpu1.executeStats0.numStoreInsts         90717                       # Number of stores executed (Count)
system.cpu1.executeStats0.instRate           1.480847                       # Inst execution rate ((Count/Cycle))
system.cpu1.executeStats0.numFpRegReads        357175                       # Number of times the floating registers were read (Count)
system.cpu1.executeStats0.numFpRegWrites       269299                       # Number of times the floating registers were written (Count)
system.cpu1.executeStats0.numIntRegReads       937040                       # Number of times the integer registers were read (Count)
system.cpu1.executeStats0.numIntRegWrites       381924                       # Number of times the integer registers were written (Count)
system.cpu1.executeStats0.numMemRefs           375168                       # Number of memory refs (Count)
system.cpu1.executeStats0.numMiscRegReads       540163                       # Number of times the Misc registers were read (Count)
system.cpu1.executeStats0.numMiscRegWrites       361136                       # Number of times the Misc registers were written (Count)
system.cpu1.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu1.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu1.fetch.predictedBranches             99456                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                       528964                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                   4298                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                   7                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.icacheWaitRetryStallCycles           15                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu1.fetch.cacheLines                    20338                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                  585                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples            557316                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             1.634116                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            2.783763                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                  354852     63.67%     63.67% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                   61442     11.02%     74.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                   11180      2.01%     76.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                   12241      2.20%     78.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                   16335      2.93%     81.83% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                   16495      2.96%     84.79% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                   14234      2.55%     87.34% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                    7321      1.31%     88.66% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                   63216     11.34%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total              557316                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetchStats0.numInsts               910571                       # Number of instructions fetched (thread level) (Count)
system.cpu1.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu1.fetchStats0.fetchRate            1.597487                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.fetchStats0.numBranches            105098                       # Number of branches fetched (Count)
system.cpu1.fetchStats0.branchRate           0.184382                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetchStats0.icacheStallCycles        26181                       # ICache total stall cycles (Cycle)
system.cpu1.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu1.icache.demandHits::cpu1.inst        20070                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total            20070                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst        20070                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total           20070                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          268                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            268                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          268                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           268                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     16698500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     16698500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     16698500                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     16698500                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst        20338                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total        20338                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst        20338                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total        20338                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.013177                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.013177                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.013177                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.013177                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 62307.835821                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 62307.835821                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 62307.835821                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 62307.835821                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs          161                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            3                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs     53.666667                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks           26                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total               26                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst           55                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total           55                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst           55                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total           55                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          213                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          213                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          213                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          213                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     13704000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     13704000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     13704000                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     13704000                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.010473                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.010473                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.010473                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.010473                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 64338.028169                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 64338.028169                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 64338.028169                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 64338.028169                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                    26                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst        20070                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total          20070                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          268                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          268                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     16698500                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     16698500                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst        20338                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total        20338                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.013177                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.013177                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 62307.835821                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 62307.835821                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst           55                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total           55                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          213                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          213                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     13704000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     13704000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.010473                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.010473                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 64338.028169                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 64338.028169                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse           69.667196                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs               20283                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               213                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs             95.225352                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick         1398838000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst    69.667196                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.136069                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.136069                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          187                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::2          187                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.365234                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses             40889                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses            40889                       # Number of data accesses (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                     1927                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                      2001                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                   33240                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts                847386                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts                 490                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                  282041                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                  91564                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                  265                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                      130                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                   33014                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents           170                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect          1405                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect          358                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts                1763                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit                  837889                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount                 837760                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                   470910                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                   574396                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       1.469749                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.819835                       # Average fanout of values written-back ((Count/Count))
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.lsq0.forwLoads                        159                       # Number of loads that had data forwarded from stores (Count)
system.cpu1.lsq0.squashedLoads                   4745                       # Number of loads squashed (Count)
system.cpu1.lsq0.ignoredResponses                   2                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu1.lsq0.memOrderViolation                170                       # Number of memory ordering violations (Count)
system.cpu1.lsq0.squashedStores                  1199                       # Number of stores squashed (Count)
system.cpu1.lsq0.rescheduledLoads                   0                       # Number of loads that were rescheduled (Count)
system.cpu1.lsq0.blockedByCache                   461                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu1.lsq0.loadToUse::samples            277296                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::mean             4.948012                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::stdev           18.828054                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::0-9                273065     98.47%     98.47% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::10-19                 225      0.08%     98.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::20-29                 798      0.29%     98.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::30-39                 324      0.12%     98.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::40-49                  74      0.03%     98.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::50-59                  30      0.01%     99.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::60-69                  21      0.01%     99.01% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::70-79                  23      0.01%     99.01% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::80-89                  23      0.01%     99.02% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::90-99                  37      0.01%     99.03% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::100-109              1180      0.43%     99.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::110-119               194      0.07%     99.53% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::120-129                80      0.03%     99.56% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::130-139               184      0.07%     99.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::140-149                68      0.02%     99.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::150-159               139      0.05%     99.70% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::160-169               200      0.07%     99.77% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::170-179                47      0.02%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::180-189                34      0.01%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::190-199                36      0.01%     99.81% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::200-209                44      0.02%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::210-219                35      0.01%     99.84% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::220-229                28      0.01%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::230-239                35      0.01%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::240-249                36      0.01%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::250-259                23      0.01%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::260-269                25      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::270-279                19      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::280-289                24      0.01%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::290-299                17      0.01%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::overflows             228      0.08%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::max_value             944                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::total              277296                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu1.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.mmu.itb.readHits                        0                       # read hits (Count)
system.cpu1.mmu.itb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::ON   2255523500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.rename.squashCycles                  1927                       # Number of cycles rename is squashing (Cycle)
system.cpu1.rename.idleCycles                   82440                       # Number of cycles rename is idle (Cycle)
system.cpu1.rename.blockCycles                  36413                       # Number of cycles rename is blocking (Cycle)
system.cpu1.rename.serializeStallCycles          8419                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu1.rename.runCycles                    83433                       # Number of cycles rename is running (Cycle)
system.cpu1.rename.unblockCycles               344684                       # Number of cycles rename is unblocking (Cycle)
system.cpu1.rename.renamedInsts                850874                       # Number of instructions processed by rename (Count)
system.cpu1.rename.ROBFullEvents                   29                       # Number of times rename has blocked due to ROB full (Count)
system.cpu1.rename.IQFullEvents                  5703                       # Number of times rename has blocked due to IQ full (Count)
system.cpu1.rename.LQFullEvents                315261                       # Number of times rename has blocked due to LQ full (Count)
system.cpu1.rename.SQFullEvents                   453                       # Number of times rename has blocked due to SQ full (Count)
system.cpu1.rename.renamedOperands             661764                       # Number of destination operands rename has renamed (Count)
system.cpu1.rename.lookups                    1309160                       # Number of register rename lookups that rename has made (Count)
system.cpu1.rename.intLookups                  945968                       # Number of integer rename lookups (Count)
system.cpu1.rename.fpLookups                   359948                       # Number of floating rename lookups (Count)
system.cpu1.rename.committedMaps               647449                       # Number of HB maps that are committed (Count)
system.cpu1.rename.undoneMaps                   14315                       # Number of HB maps that are undone due to squashing (Count)
system.cpu1.rename.serializing                    159                       # count of serializing insts renamed (Count)
system.cpu1.rename.tempSerializing                159                       # count of temporary serializing insts renamed (Count)
system.cpu1.rename.skidInsts                   493866                       # count of insts added to the skid buffer (Count)
system.cpu1.rob.reads                         1314370                       # The number of ROB reads (Count)
system.cpu1.rob.writes                        1697764                       # The number of ROB writes (Count)
system.cpu1.thread_0.numInsts                  832927                       # Number of Instructions committed (Count)
