
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002025                       # Number of seconds simulated (Second)
simTicks                                   2025017500                       # Number of ticks simulated (Tick)
finalTick                                  2025017500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     99.45                       # Real time elapsed on the host (Second)
hostTickRate                                 20361590                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     769284                       # Number of bytes of host memory used (Byte)
simInsts                                      7797632                       # Number of instructions simulated (Count)
simOps                                        7809064                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    78405                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      78519                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         3230469                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.614156                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.628252                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        5616540                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   58062                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       5520287                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 13207                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              403492                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           279800                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               9423                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            2969115                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.859237                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.068500                       # Number of insts issued each cycle (Count)
system.cpu1.executeStats0.numMiscRegWrites       575632                       # Number of times the Misc registers were written (Count)
system.cpu1.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu1.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu1.fetch.predictedBranches            153393                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                       698789                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                   8570                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                   6                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.cacheLines                   101288                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                  720                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples            812041                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             1.761002                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            2.839800                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                  490677     60.43%     60.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                   98537     12.13%     72.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                   19647      2.42%     74.98% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                   17954      2.21%     77.19% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                   27667      3.41%     80.60% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                   23589      2.90%     83.50% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                   26312      3.24%     86.74% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                    9436      1.16%     87.90% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                   98222     12.10%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total              812041                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetchStats0.numInsts              1429776                       # Number of instructions fetched (thread level) (Count)
system.cpu1.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu1.fetchStats0.fetchRate            1.731907                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.fetchStats0.numBranches            173079                       # Number of branches fetched (Count)
system.cpu1.fetchStats0.branchRate           0.209653                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetchStats0.icacheStallCycles       108961                       # ICache total stall cycles (Cycle)
system.cpu1.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu1.icache.demandHits::cpu1.inst       101013                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total           101013                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst       101013                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total          101013                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          275                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            275                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          275                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           275                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     17776500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     17776500                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     17776500                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     17776500                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst       101288                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total       101288                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst       101288                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total       101288                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.002715                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.002715                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.002715                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.002715                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 64641.818182                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 64641.818182                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 64641.818182                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 64641.818182                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs           50                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            1                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs            50                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks           50                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total               50                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst           49                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total           49                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst           49                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total           49                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          226                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          226                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          226                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          226                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     15135500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     15135500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     15135500                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     15135500                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.002231                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.002231                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.002231                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.002231                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 66971.238938                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 66971.238938                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 66971.238938                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 66971.238938                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                    50                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst       101013                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total         101013                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          275                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          275                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     17776500                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     17776500                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst       101288                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total       101288                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.002715                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.002715                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 64641.818182                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 64641.818182                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst           49                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total           49                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          226                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          226                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     15135500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     15135500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.002231                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.002231                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 66971.238938                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 66971.238938                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          120.167611                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs              101239                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               226                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs            447.960177                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick          603008000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   120.167611                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.234702                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.234702                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          176                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::2            4                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::3          172                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.343750                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses            202802                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses           202802                       # Number of data accesses (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                     3943                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                     12265                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                   25851                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts               1297927                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts                 684                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                  417611                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                 130574                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                  501                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                     2810                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                   20412                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents           197                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect          3273                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect          485                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts                3758                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit                 1276020                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount                1275722                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                   749591                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                   941592                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       1.545299                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.796089                       # Average fanout of values written-back ((Count/Count))
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.lsq0.forwLoads                        340                       # Number of loads that had data forwarded from stores (Count)
system.cpu1.lsq0.squashedLoads                  10143                       # Number of loads squashed (Count)
system.cpu1.lsq0.ignoredResponses                   0                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu1.lsq0.memOrderViolation                197                       # Number of memory ordering violations (Count)
system.cpu1.lsq0.squashedStores                  2158                       # Number of stores squashed (Count)
system.cpu1.lsq0.rescheduledLoads                   0                       # Number of loads that were rescheduled (Count)
system.cpu1.lsq0.blockedByCache                   273                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu1.lsq0.loadToUse::samples            407468                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::mean             3.671567                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::stdev            6.497220                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::0-9                404082     99.17%     99.17% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::10-19                 509      0.12%     99.29% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::20-29                1277      0.31%     99.61% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::30-39                 912      0.22%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::40-49                 156      0.04%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::50-59                  37      0.01%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::60-69                  25      0.01%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::70-79                  21      0.01%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::80-89                  21      0.01%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::90-99                  34      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::100-109               115      0.03%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::110-119                36      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::120-129                17      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::130-139                35      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::140-149                14      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::150-159                12      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::160-169                26      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::170-179                13      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::180-189                 9      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::190-199                 7      0.00%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::200-209                14      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::210-219                 5      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::220-229                 8      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::230-239                 4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::240-249                10      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::250-259                 5      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::260-269                13      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::270-279                 3      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::280-289                 2      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::290-299                 4      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::overflows              42      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::max_value             565                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.lsq0.loadToUse::total              407468                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu1.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu1.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.mmu.itb.readHits                        0                       # read hits (Count)
system.cpu1.mmu.itb.readMisses                      0                       # read misses (Count)
system.cpu1.mmu.itb.readAccesses                    0                       # read accesses (Count)
system.cpu1.mmu.itb.writeHits                       0                       # write hits (Count)
system.cpu1.mmu.itb.writeMisses                     0                       # write misses (Count)
system.cpu1.mmu.itb.writeAccesses                   0                       # write accesses (Count)
system.cpu1.mmu.itb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu1.mmu.itb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu1.mmu.itb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu1.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.power_state.pwrStateResidencyTicks::ON   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.rename.squashCycles                  3943                       # Number of cycles rename is squashing (Cycle)
system.cpu1.rename.idleCycles                  159140                       # Number of cycles rename is idle (Cycle)
system.cpu1.rename.blockCycles                  64489                       # Number of cycles rename is blocking (Cycle)
system.cpu1.rename.serializeStallCycles         14577                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu1.rename.runCycles                   150236                       # Number of cycles rename is running (Cycle)
system.cpu1.rename.unblockCycles               419656                       # Number of cycles rename is unblocking (Cycle)
system.cpu1.rename.renamedInsts               1304546                       # Number of instructions processed by rename (Count)
system.cpu1.rename.ROBFullEvents                   14                       # Number of times rename has blocked due to ROB full (Count)
system.cpu1.rename.IQFullEvents                 40760                       # Number of times rename has blocked due to IQ full (Count)
system.cpu1.rename.LQFullEvents                349390                       # Number of times rename has blocked due to LQ full (Count)
system.cpu1.rename.SQFullEvents                   411                       # Number of times rename has blocked due to SQ full (Count)
system.cpu1.rename.renamedOperands            1019433                       # Number of destination operands rename has renamed (Count)
system.cpu1.rename.lookups                    1978577                       # Number of register rename lookups that rename has made (Count)
system.cpu1.rename.intLookups                 1413272                       # Number of integer rename lookups (Count)
system.cpu1.rename.fpLookups                   553996                       # Number of floating rename lookups (Count)
system.cpu1.rename.committedMaps               990922                       # Number of HB maps that are committed (Count)
system.cpu1.rename.undoneMaps                   28511                       # Number of HB maps that are undone due to squashing (Count)
system.cpu1.rename.serializing                    295                       # count of serializing insts renamed (Count)
system.cpu1.rename.tempSerializing                295                       # count of temporary serializing insts renamed (Count)
system.cpu1.rename.skidInsts                   667824                       # count of insts added to the skid buffer (Count)
system.cpu1.rob.reads                         1993102                       # The number of ROB reads (Count)
system.cpu1.rob.writes                        2601207                       # The number of ROB writes (Count)
system.cpu1.thread_0.numInsts                 1268797                       # Number of Instructions committed (Count)
system.cpu1.thread_0.numOps                   1268967                       # Number of Ops committed (Count)
system.cpu1.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu2.numCycles                          825290                       # Number of cpu cycles simulated (Cycle)
system.cpu2.cpi                              0.650440                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu2.ipc                              1.537421                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu2.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu2.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu2.instsAdded                        1297370                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu2.nonSpecInstsAdded                     869                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu2.instsIssued                       1288923                       # Number of instructions issued (Count)
system.cpu2.squashedInstsIssued                   184                       # Number of squashed instructions issued (Count)
system.cpu2.squashedInstsExamined               29251                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu2.squashedOperandsExamined            26880                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu2.squashedNonSpecRemoved                114                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu2.numIssuedDist::samples             812434                       # Number of insts issued each cycle (Count)
system.cpu2.numIssuedDist::mean              1.586496                       # Number of insts issued each cycle (Count)
system.cpu2.numIssuedDist::stdev             1.612610                       # Number of insts issued each cycle (Count)
